SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OCCUPATION_TYPE,CNT_FAM_MEMBERS,ORGANIZATION_TYPE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
107439,0,Cash loans,M,Y,Y,0,324000.0,1029658.5,34159.5,922500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,15729,1760,5309,4399,Drivers,2.0,Transport: type 4,2.0,0.0,2.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,2.0,1427842,Cash loans,12069.0,135000.0,135000.0,0.0,135000.0,0.0,,,XNA,Refused,2626,XNA,SCO,,Repeater,Cash,x-sell,Country-wide,-1,Consumer electronics,15.0,middle,Cash Street: middle,,,,,,
107447,0,Revolving loans,F,N,N,1,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.020246,7925,653,2576,610,Core staff,2.0,Trade: type 3,2.0,0.0,2.0,0.0,1092.0,0.0,0.0,0.0,0.0,0.0,3.0,2799891,Consumer loans,4671.27,20691.0,24322.5,0.0,20691.0,0.0,,,XAP,Refused,992,Cash through the bank,LIMIT,Unaccompanied,Repeater,POS,XNA,Country-wide,2106,Consumer electronics,6.0,middle,POS household with interest,,,,,,
107449,0,Cash loans,F,N,Y,0,180000.0,297130.5,14422.5,256500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,23735,365243,9465,5201,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,1813.0,0.0,0.0,0.0,0.0,1.0,6.0,2062512,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,487,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107477,0,Cash loans,F,N,Y,0,90000.0,755190.0,29947.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,19937,706,10409,3234,Medicine staff,1.0,Business Entity Type 3,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,2.0,1.0,2260587,Consumer loans,3665.61,19035.0,17977.5,1903.5,19035.0,0.104274662,,,XAP,Approved,1624,XNA,XAP,Family,Repeater,POS,XNA,Stone,63,Consumer electronics,6.0,high,POS household with interest,365243.0,-1579.0,-1429.0,-1429.0,-1426.0,0.0
107484,0,Cash loans,F,N,Y,1,112500.0,592560.0,35806.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.04622,15310,5438,8981,1049,Sales staff,3.0,Business Entity Type 3,3.0,2.0,3.0,0.0,1694.0,0.0,0.0,0.0,0.0,0.0,1.0,1473485,Consumer loans,11250.0,33255.0,33255.0,0.0,33255.0,0.0,,,XAP,Unused offer,1693,Cash through the bank,CLIENT,,Repeater,XNA,XNA,Country-wide,25,Connectivity,16.0,XNA,POS mobile with interest,,,,,,
107497,0,Cash loans,F,N,Y,1,144000.0,312768.0,17095.5,270000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.006008,10143,2884,4392,1532,Secretaries,3.0,Medicine,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,4.0,1929905,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Refused,163,XNA,HC,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107503,0,Cash loans,F,N,Y,1,202500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00733,9991,847,5401,2624,Laborers,2.0,Self-employed,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,2104999,Consumer loans,6125.67,58455.0,55102.5,11691.0,58455.0,0.190625762,,,XAP,Approved,1170,Cash through the bank,XAP,Family,Repeater,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-1139.0,-809.0,-809.0,-793.0,0.0
107510,1,Cash loans,F,N,N,1,72000.0,284400.0,10849.5,225000.0,Unaccompanied,Working,Higher education,Married,With parents,0.002134,12028,2979,2205,163,Managers,3.0,Housing,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1391632,Revolving loans,2250.0,45000.0,45000.0,,45000.0,,,,XAP,Approved,189,XNA,XAP,Unaccompanied,Repeater,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
107511,0,Cash loans,F,Y,Y,3,225000.0,545040.0,19705.5,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00496,15407,6239,2571,4699,Laborers,5.0,Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2503892,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,223,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107516,0,Cash loans,F,N,Y,0,112500.0,472500.0,15745.5,472500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.025164,15215,741,1856,4138,Cleaning staff,2.0,School,1.0,1.0,1.0,1.0,1233.0,0.0,0.0,0.0,0.0,2.0,4.0,1783257,Cash loans,30863.25,508500.0,568908.0,,508500.0,,,,Other,Approved,471,Cash through the bank,XAP,,Repeater,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-441.0,609.0,365243.0,365243.0,1.0
107529,0,Cash loans,M,N,N,0,288000.0,1125000.0,44748.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010006,23108,365243,7748,52,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,2.0,1828710,Cash loans,35086.275,405000.0,442422.0,,405000.0,,,,XNA,Refused,492,Cash through the bank,HC,,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
107547,0,Cash loans,F,N,N,0,157500.0,454500.0,21996.0,454500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.032561,13034,762,7108,4383,Sales staff,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,3.0,2457687,Consumer loans,4801.815,40495.5,35995.5,4500.0,40495.5,0.121023548,,,XAP,Refused,2606,Cash through the bank,SCO,Other_B,Repeater,POS,XNA,Country-wide,28,Connectivity,10.0,high,POS mobile with interest,,,,,,
107551,0,Cash loans,F,N,Y,0,102024.0,135000.0,12946.5,135000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.020713,9098,1019,9071,1762,Sales staff,1.0,Trade: type 2,0.0,0.0,0.0,0.0,1566.0,0.0,0.0,1.0,1.0,0.0,5.0,1273015,Cash loans,17140.5,450000.0,450000.0,,450000.0,,,,XNA,Refused,300,XNA,HC,Unaccompanied,Repeater,Cash,x-sell,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
107553,0,Cash loans,F,N,Y,0,121500.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.035792,22714,3239,13867,4091,Sales staff,1.0,Business Entity Type 3,0.0,0.0,0.0,0.0,1606.0,0.0,0.0,2.0,0.0,0.0,2.0,1140923,Cash loans,14250.24,139500.0,148707.0,,139500.0,,,,XNA,Refused,1002,XNA,HC,Unaccompanied,Repeater,Cash,x-sell,Country-wide,24,Connectivity,12.0,low_normal,Cash X-Sell: low,,,,,,
107557,0,Cash loans,F,N,Y,0,157500.0,545040.0,31419.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.007305,8922,113,3564,1592,Core staff,1.0,Bank,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,3.0,1391109,Consumer loans,8855.685,50125.5,50125.5,0.0,50125.5,0.0,,,XAP,Approved,882,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,85,Clothing,6.0,low_normal,POS industry with interest,365243.0,-851.0,-701.0,-731.0,-726.0,0.0
107569,0,Cash loans,M,N,Y,0,112500.0,152820.0,15111.0,135000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.00733,11175,1039,1641,3462,Drivers,2.0,Transport: type 3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713720,Consumer loans,11250.0,30028.95,30028.95,0.0,30028.95,0.0,,,XAP,Refused,915,Cash through the bank,XNA,,Repeater,XNA,XNA,Country-wide,30,Connectivity,16.0,XNA,POS mobile with interest,,,,,,
107570,0,Cash loans,F,N,Y,0,121500.0,599778.0,26550.0,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007305,20929,365243,3856,4220,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,1707.0,0.0,0.0,0.0,0.0,0.0,4.0,1665524,Cash loans,8137.395,67500.0,71955.0,0.0,67500.0,0.0,,,XNA,Approved,2061,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-2031.0,-1701.0,-1701.0,-1698.0,1.0
107616,0,Cash loans,M,Y,Y,1,315000.0,675000.0,53460.0,675000.0,Unaccompanied,Commercial associate,Higher education,Separated,With parents,0.008625,12346,986,6068,1787,Laborers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,2.0,1298805,Revolving loans,11250.0,225000.0,225000.0,,225000.0,,,,XAP,Approved,728,XNA,XAP,,New,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-722.0,-690.0,365243.0,365243.0,365243.0,0.0
107620,0,Cash loans,F,N,Y,0,180000.0,1019844.0,56016.0,945000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.004849,23105,365243,6179,4496,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,1630.0,0.0,0.0,1.0,0.0,0.0,0.0,2306717,Consumer loans,5336.145,49455.0,44505.0,4950.0,49455.0,0.109008189,,,XAP,Approved,1630,XNA,XAP,,Repeater,POS,XNA,Country-wide,60,Connectivity,12.0,high,POS mobile with interest,365243.0,-1591.0,-1261.0,-1441.0,-1438.0,0.0
107623,0,Cash loans,F,Y,Y,1,135000.0,835380.0,40320.0,675000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.018801,11166,1110,4567,2219,Core staff,3.0,Bank,6.0,2.0,6.0,1.0,2517.0,0.0,0.0,0.0,1.0,2.0,0.0,2160994,Consumer loans,17362.575,383364.0,383364.0,0.0,383364.0,0.0,,,XAP,Approved,830,Cash through the bank,XAP,Other_B,New,POS,XNA,Country-wide,400,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-799.0,-109.0,-709.0,-703.0,0.0
107628,0,Cash loans,F,N,N,0,112500.0,1080000.0,42831.0,1080000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,14655,4477,8535,5187,Sales staff,2.0,Government,0.0,0.0,0.0,0.0,2288.0,0.0,0.0,0.0,0.0,0.0,2.0,2592891,Revolving loans,9000.0,0.0,180000.0,,11232.0,,,,XAP,Approved,2288,XNA,XAP,,Repeater,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
107630,0,Cash loans,M,Y,N,1,180000.0,810000.0,34317.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,19094,3076,6354,2622,Laborers,3.0,Industry: type 7,0.0,0.0,0.0,0.0,1081.0,0.0,0.0,0.0,0.0,0.0,6.0,2011839,Consumer loans,8629.56,68818.5,75631.5,0.0,68818.5,0.0,,,XAP,Approved,2476,XNA,XAP,Family,Repeater,POS,XNA,Country-wide,800,Consumer electronics,12.0,high,POS household with interest,365243.0,-2445.0,-2115.0,-2115.0,-2108.0,1.0
107631,0,Cash loans,F,N,Y,0,180000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001333,21020,5878,6436,3011,Cooking staff,2.0,Kindergarten,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,1174074,Revolving loans,22500.0,450000.0,450000.0,,450000.0,,,,XAP,Refused,519,XNA,LIMIT,,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
107633,0,Cash loans,F,N,N,0,112500.0,385749.0,23440.5,333000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.008625,10841,1374,4919,3491,Core staff,2.0,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1751117,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Refused,281,XNA,HC,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107646,0,Cash loans,F,N,N,0,162000.0,701730.0,66627.0,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,20291,1382,3502,3838,Managers,2.0,Security Ministries,0.0,0.0,0.0,0.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,1385393,Consumer loans,5808.105,56245.5,62185.5,0.0,56245.5,0.0,,,XAP,Approved,918,Cash through the bank,XAP,Family,New,POS,XNA,Country-wide,1000,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-887.0,-557.0,-557.0,-552.0,0.0
107649,0,Cash loans,F,N,N,0,72000.0,497520.0,33376.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,16382,272,3700,2499,Sales staff,2.0,Industry: type 3,4.0,0.0,4.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,2.0,2207325,Consumer loans,8481.645,84825.0,76342.5,8482.5,84825.0,0.108909091,,,XAP,Approved,1655,Cash through the bank,XAP,,Repeater,POS,XNA,Regional / Local,105,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1622.0,-1352.0,-1352.0,-1349.0,0.0
107663,1,Cash loans,F,N,N,0,216000.0,1078200.0,31522.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,20459,365243,6047,1362,Laborers,2.0,XNA,3.0,1.0,3.0,0.0,497.0,0.0,0.0,0.0,0.0,1.0,4.0,1696060,Cash loans,17870.445,450000.0,553950.0,,450000.0,,,,XNA,Refused,462,Cash through the bank,HC,,Repeater,Cash,x-sell,AP+ (Cash loan),1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
107673,0,Cash loans,M,Y,N,0,180000.0,225000.0,17905.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.019101,20981,897,13487,4027,Drivers,1.0,Transport: type 3,0.0,0.0,0.0,0.0,2149.0,0.0,0.0,0.0,0.0,0.0,4.0,2814775,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Refused,15,XNA,HC,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107678,0,Cash loans,M,Y,N,0,126000.0,45000.0,5206.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,8959,1401,6108,1509,Laborers,1.0,Military,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,1041414,Consumer loans,11250.0,24480.0,24480.0,0.0,24480.0,0.0,,,XAP,Refused,1252,Cash through the bank,LIMIT,,Repeater,XNA,XNA,Country-wide,92,Connectivity,16.0,XNA,POS mobile with interest,,,,,,
107678,0,Cash loans,M,Y,N,0,126000.0,45000.0,5206.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,8959,1401,6108,1509,Laborers,1.0,Military,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,1663907,Consumer loans,2684.52,29551.05,26451.0,5908.05,29551.05,0.198844019,0.16071631,0.71564482,XAP,Approved,405,Cash through the bank,XAP,,Refreshed,POS,XNA,Country-wide,92,Connectivity,12.0,middle,POS mobile with interest,365243.0,-366.0,-36.0,-306.0,-300.0,0.0
107681,0,Cash loans,F,N,Y,1,67500.0,208512.0,24876.0,180000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.022625,11283,620,9994,3453,Sales staff,3.0,Self-employed,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,2.0,0.0,2.0,2355502,Consumer loans,12568.5,112500.0,112500.0,0.0,112500.0,0.0,,,XAP,Refused,313,Cash through the bank,SCO,Family,Repeater,POS,XNA,Stone,50,Construction,10.0,low_normal,POS industry with interest,,,,,,
107685,0,Cash loans,M,Y,Y,0,157500.0,229500.0,10107.0,229500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.002042,10553,1805,3254,3198,Sales staff,1.0,Business Entity Type 3,4.0,0.0,4.0,0.0,1516.0,0.0,0.0,0.0,0.0,1.0,4.0,1332689,Consumer loans,10841.715,58950.0,58950.0,0.0,58950.0,0.0,,,XAP,Approved,1372,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,600,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1341.0,-1191.0,-1191.0,-1186.0,0.0
107693,1,Cash loans,F,N,Y,0,193500.0,1575000.0,41679.0,1575000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.026392,14587,7975,371,3338,Core staff,1.0,Police,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,2.0,0.0,1.0,1005759,Consumer loans,2661.12,20475.0,19948.5,2047.5,20475.0,0.101378143,,,XAP,Approved,2400,XNA,XAP,,New,POS,XNA,Stone,8,Connectivity,10.0,high,POS mobile with interest,365243.0,-2335.0,-2065.0,-2125.0,-2118.0,1.0
107699,0,Cash loans,F,Y,Y,1,391500.0,1096020.0,56092.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,17423,472,8203,903,Managers,3.0,Self-employed,2.0,0.0,2.0,0.0,1350.0,0.0,0.0,0.0,0.0,1.0,2.0,2393738,Revolving loans,40500.0,810000.0,810000.0,,810000.0,,,,XAP,Refused,83,XNA,HC,Unaccompanied,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
107701,0,Cash loans,M,Y,Y,0,202500.0,675000.0,34596.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.026392,9873,868,3066,2531,Laborers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,3.0,2254442,Revolving loans,9000.0,0.0,180000.0,,11232.0,,,,XAP,Approved,774,XNA,XAP,,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-774.0,-694.0,365243.0,-541.0,365243.0,0.0
107704,1,Cash loans,M,N,Y,0,112500.0,485640.0,36441.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.006671,23125,365243,10,4882,Laborers,1.0,XNA,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,1.0,1.0,1310147,Consumer loans,11321.1,184864.5,184864.5,0.0,184864.5,0.0,,,XAP,Approved,532,Cash through the bank,XAP,,Repeater,POS,XNA,Regional / Local,500,Consumer electronics,24.0,middle,POS household with interest,365243.0,-501.0,189.0,-141.0,-134.0,0.0
107713,0,Revolving loans,M,N,Y,0,180000.0,270000.0,13500.0,270000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,22435,365243,2731,4775,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1571044,Revolving loans,2250.0,45000.0,45000.0,,45000.0,,,,XAP,Approved,339,XNA,XAP,Family,New,Cards,walk-in,Country-wide,20,Connectivity,0.0,XNA,Card Street,-337.0,-294.0,365243.0,-263.0,-155.0,0.0
107716,0,Cash loans,F,N,N,0,157500.0,170640.0,9922.5,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,20003,1089,9369,2728,Laborers,2.0,Other,3.0,0.0,3.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,3.0,1243063,Consumer loans,2206.62,16605.0,16177.5,1660.5,16605.0,0.101381066,,,XAP,Approved,2193,Cash through the bank,XAP,,Repeater,POS,XNA,Country-wide,88,Connectivity,10.0,high,POS mobile with interest,365243.0,-2159.0,-1889.0,-2069.0,-2066.0,0.0
107735,0,Cash loans,F,N,N,0,261000.0,1467612.0,54517.5,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.032561,20232,10334,11002,3575,Core staff,2.0,School,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,1620548,Revolving loans,27000.0,540000.0,540000.0,,540000.0,,,,XAP,Approved,415,XNA,XAP,,New,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-326.0,-276.0,365243.0,365243.0,365243.0,0.0
107755,0,Cash loans,F,N,Y,0,180000.0,808650.0,23773.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.020713,17696,8307,8119,724,Medicine staff,2.0,Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2536657,Consumer loans,9412.605,208705.5,208705.5,0.0,208705.5,0.0,,,XAP,Approved,1486,Cash through the bank,XAP,Unaccompanied,New,POS,XNA,Country-wide,2263,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1455.0,-765.0,-765.0,-757.0,0.0
107769,0,Cash loans,F,N,Y,0,90000.0,1056447.0,31018.5,922500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.006008,18554,3050,10920,1967,Sales staff,2.0,Trade: type 7,3.0,1.0,3.0,1.0,1267.0,0.0,0.0,0.0,1.0,0.0,3.0,2678994,Consumer loans,15851.7,235818.0,132318.0,103500.0,235818.0,0.477999598,,,XAP,Refused,1177,XNA,LIMIT,Family,Repeater,POS,XNA,Regional / Local,103,Consumer electronics,10.0,middle,POS household with interest,,,,,,
107791,0,Cash loans,F,N,Y,0,112500.0,1360498.5,37543.5,1188000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006852,23564,365243,11047,4030,Laborers,1.0,XNA,10.0,2.0,10.0,0.0,1153.0,0.0,0.0,0.0,1.0,0.0,3.0,2211086,Cash loans,29829.96,495000.0,534204.0,,495000.0,,,,XNA,Approved,663,Cash through the bank,XAP,Family,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-633.0,57.0,365243.0,365243.0,1.0
107798,0,Cash loans,M,N,N,1,202500.0,545040.0,20677.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,13422,1179,4027,4027,Laborers,3.0,Business Entity Type 3,9.0,0.0,8.0,0.0,2362.0,0.0,0.0,0.0,0.0,0.0,0.0,2245590,Cash loans,30431.655,135000.0,156388.5,,135000.0,,,,XNA,Approved,301,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,high,Cash X-Sell: high,365243.0,-271.0,-121.0,-241.0,-235.0,1.0
107800,0,Cash loans,M,Y,Y,2,135000.0,545040.0,35617.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,10051,1912,4291,2723,Laborers,4.0,Industry: type 9,1.0,0.0,1.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,1994011,Consumer loans,17100.495,92475.0,92475.0,0.0,92475.0,0.0,,,XAP,Approved,204,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-170.0,-20.0,-20.0,-16.0,0.0
107803,0,Cash loans,M,Y,Y,2,90000.0,314100.0,21375.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,13044,2543,3252,4129,Laborers,4.0,Other,0.0,0.0,0.0,0.0,1335.0,0.0,0.0,0.0,0.0,0.0,6.0,1505220,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,335,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
107804,0,Revolving loans,M,N,Y,1,157500.0,135000.0,6750.0,135000.0,"Spouse, partner",Working,Secondary / secondary special,Married,With parents,0.0228,8576,1315,5551,1247,Laborers,3.0,Transport: type 4,0.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0,2.0,0.0,0.0,2333572,Consumer loans,6412.86,32625.0,34348.5,0.0,32625.0,0.0,,,XAP,Approved,785,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,488,Furniture,6.0,middle,POS industry with interest,365243.0,-754.0,-604.0,-604.0,-599.0,0.0
107822,0,Revolving loans,F,N,N,1,121500.0,180000.0,9000.0,450000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011657,11079,899,3765,572,Managers,3.0,Government,1.0,0.0,1.0,0.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,2826914,Consumer loans,4232.7,32571.0,31729.5,3258.0,32571.0,0.101415025,,,XAP,Approved,2282,XNA,XAP,Other_B,New,POS,XNA,Country-wide,37,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2251.0,-1981.0,-2011.0,-2005.0,1.0
